source.name	sequenceID	species	subtype	genotype	isolate_data.country	isolate_data.host_sci_name	isolate_data.collection_year
ncbi-nuccore-srlv	AY039765	SRLV	BC	B1	-	-	-
ncbi-nuccore-srlv	AY039766	SRLV	BC	B1	-	-	-
ncbi-nuccore-srlv	AY039767	SRLV	BC	B1	-	-	-
ncbi-nuccore-srlv	AY039768	SRLV	BC	B1	-	-	-
ncbi-nuccore-srlv	AY039769	SRLV	BC	B1	-	-	-
ncbi-nuccore-srlv	AY039770	SRLV	BC	B1	-	-	-
ncbi-nuccore-srlv	AY039771	SRLV	BC	B1	-	-	-
ncbi-nuccore-srlv	AY039772	SRLV	BC	B1	-	-	-
ncbi-nuccore-srlv	AY039773	SRLV	BC	B1	-	-	-
ncbi-nuccore-srlv	AY039774	SRLV	BC	B1	-	-	-
ncbi-nuccore-srlv	AY039775	SRLV	BC	B1	-	-	-
ncbi-nuccore-srlv	AY039776	SRLV	BC	B1	-	-	-
ncbi-nuccore-srlv	AY039777	SRLV	BC	B1	-	-	-
ncbi-nuccore-srlv	AY039778	SRLV	BC	B1	-	-	-
ncbi-nuccore-srlv	AY039779	SRLV	BC	B1	-	-	-
ncbi-nuccore-srlv	AY039780	SRLV	BC	B1	-	-	-
ncbi-nuccore-srlv	AY039781	SRLV	BC	B1	-	-	-
ncbi-nuccore-srlv	AY039782	SRLV	BC	B1	-	-	-
ncbi-nuccore-srlv	AY039783	SRLV	BC	B1	-	-	-
ncbi-nuccore-srlv	AY039784	SRLV	BC	B1	-	-	-
ncbi-nuccore-srlv	AY044803	SRLV	BC	B2	-	-	-
ncbi-nuccore-srlv	AY044804	SRLV	BC	B2	-	-	-
ncbi-nuccore-srlv	AY044805	SRLV	BC	B2	-	-	-
ncbi-nuccore-srlv	AY044806	SRLV	BC	B2	-	-	-
ncbi-nuccore-srlv	AY044807	SRLV	BC	B2	-	-	-
ncbi-nuccore-srlv	AY044808	SRLV	BC	B2	-	-	-
ncbi-nuccore-srlv	AY044809	SRLV	BC	B2	-	-	-
ncbi-nuccore-srlv	AY044810	SRLV	BC	B2	-	-	-
ncbi-nuccore-srlv	AY047362	SRLV	BC	B1	Brazil	-	-
ncbi-nuccore-srlv	AY081139	SRLV	BC	B1	Brazil	-	-
ncbi-nuccore-srlv	AY101347	SRLV	BC	B1	Brazil	-	-
ncbi-nuccore-srlv	AY101348	SRLV	BC	B1	Brazil	-	-
ncbi-nuccore-srlv	AY101611	SRLV	A	A3	USA	-	-
ncbi-nuccore-srlv	AY265455	SRLV	A	-	-	-	-
ncbi-nuccore-srlv	AY265456	SRLV	BC	B2	-	-	-
ncbi-nuccore-srlv	AY362022	SRLV	A	A3	-	-	-
ncbi-nuccore-srlv	AY362024	SRLV	A	A3	-	-	-
ncbi-nuccore-srlv	AY362026	SRLV	A	A3	-	-	-
ncbi-nuccore-srlv	AY362029	SRLV	A	A3	-	-	-
ncbi-nuccore-srlv	AY362030	SRLV	A	A3	-	-	-
ncbi-nuccore-srlv	AY362032	SRLV	A	A3	-	-	-
ncbi-nuccore-srlv	AY362035	SRLV	A	A3	-	-	-
ncbi-nuccore-srlv	AY362038	SRLV	A	A3	-	-	-
ncbi-nuccore-srlv	AY454161	SRLV	A	A4	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454162	SRLV	A	A4	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454163	SRLV	A	A4	Switzerland	Ovis aries	-
ncbi-nuccore-srlv	AY454164	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454165	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454166	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454167	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454168	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454169	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454170	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454171	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454172	SRLV	A	A4	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454173	SRLV	A	A4	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454174	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454175	SRLV	A	-	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454176	SRLV	A	A3	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454177	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454178	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454179	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454180	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454181	SRLV	A	A4	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454182	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454183	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454184	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454185	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454186	SRLV	A	A3	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454187	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454188	SRLV	A	A4	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454189	SRLV	A	A3	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454190	SRLV	A	A4	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454191	SRLV	A	A3	Switzerland	Ovis aries	-
ncbi-nuccore-srlv	AY454192	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454193	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454194	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454195	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454196	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454197	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454198	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454199	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454200	SRLV	A	A4	Switzerland	Ovis aries	-
ncbi-nuccore-srlv	AY454201	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454202	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454203	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454204	SRLV	A	A4	Switzerland	Ovis aries	-
ncbi-nuccore-srlv	AY454205	SRLV	A	A4	Switzerland	Ovis aries	-
ncbi-nuccore-srlv	AY454206	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454207	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454208	SRLV	A	A3	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454209	SRLV	A	A4	Switzerland	Ovis aries	-
ncbi-nuccore-srlv	AY454210	SRLV	A	A4	Switzerland	Ovis aries	-
ncbi-nuccore-srlv	AY454211	SRLV	A	A4	Switzerland	Ovis aries	-
ncbi-nuccore-srlv	AY454212	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454213	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454214	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454215	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454216	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454217	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454218	SRLV	BC	B2	Switzerland	Ovis aries	-
ncbi-nuccore-srlv	AY454219	SRLV	BC	B2	Switzerland	Ovis aries	-
ncbi-nuccore-srlv	AY454220	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454221	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454222	SRLV	A	A4	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454223	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454224	SRLV	BC	B1	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454225	SRLV	A	A4	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454226	SRLV	A	A4	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454227	SRLV	A	A4	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454228	SRLV	A	A4	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454229	SRLV	A	A4	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454230	SRLV	A	A4	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY454231	SRLV	A	-	Switzerland	Ovis aries	-
ncbi-nuccore-srlv	AY454232	SRLV	A	-	Switzerland	Ovis aries	-
ncbi-nuccore-srlv	AY454233	SRLV	A	A4	-	Capra hircus	-
ncbi-nuccore-srlv	AY454234	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454235	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454236	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454237	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454238	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454239	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454240	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454241	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454242	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454243	SRLV	A	A4	-	Capra hircus	-
ncbi-nuccore-srlv	AY454244	SRLV	A	A4	-	Capra hircus	-
ncbi-nuccore-srlv	AY454245	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454246	SRLV	A	-	-	Capra hircus	-
ncbi-nuccore-srlv	AY454247	SRLV	A	A3	-	Capra hircus	-
ncbi-nuccore-srlv	AY454248	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454249	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454250	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454251	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454252	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454253	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454254	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454255	SRLV	A	A3	-	Capra hircus	-
ncbi-nuccore-srlv	AY454256	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454257	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454258	SRLV	A	A4	-	Capra hircus	-
ncbi-nuccore-srlv	AY454259	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454260	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454261	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454262	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454263	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454264	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454265	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454266	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454267	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454268	SRLV	A	A4	-	Ovis aries	-
ncbi-nuccore-srlv	AY454269	SRLV	-	-	-	Ovis aries	-
ncbi-nuccore-srlv	AY454270	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454271	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454272	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454273	SRLV	A	A4	-	Ovis aries	-
ncbi-nuccore-srlv	AY454274	SRLV	A	A4	-	Ovis aries	-
ncbi-nuccore-srlv	AY454275	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454276	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454277	SRLV	A	-	-	Capra hircus	-
ncbi-nuccore-srlv	AY454278	SRLV	A	A4	-	Ovis aries	-
ncbi-nuccore-srlv	AY454279	SRLV	A	A4	-	Ovis aries	-
ncbi-nuccore-srlv	AY454280	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454281	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454282	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454283	SRLV	BC	B2	-	Ovis aries	-
ncbi-nuccore-srlv	AY454284	SRLV	BC	B2	-	Ovis aries	-
ncbi-nuccore-srlv	AY454285	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454286	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454287	SRLV	A	A4	-	Capra hircus	-
ncbi-nuccore-srlv	AY454288	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454289	SRLV	BC	B1	-	Capra hircus	-
ncbi-nuccore-srlv	AY454290	SRLV	A	A4	-	Capra hircus	-
ncbi-nuccore-srlv	AY454291	SRLV	A	A4	-	Capra hircus	-
ncbi-nuccore-srlv	AY454292	SRLV	A	A4	-	Capra hircus	-
ncbi-nuccore-srlv	AY454293	SRLV	A	A4	-	Capra hircus	-
ncbi-nuccore-srlv	AY454294	SRLV	A	-	-	Ovis aries	-
ncbi-nuccore-srlv	AY454295	SRLV	A	-	-	Ovis aries	-
ncbi-nuccore-srlv	AY454296	SRLV	A	-	-	Ovis aries	-
ncbi-nuccore-srlv	AY530289	SRLV	A	A18	Greece	-	-
ncbi-nuccore-srlv	AY530290	SRLV	A	-	Greece	-	-
ncbi-nuccore-srlv	AY530291	SRLV	A	-	Greece	-	-
ncbi-nuccore-srlv	AY530292	SRLV	A	-	Greece	-	-
ncbi-nuccore-srlv	AY530293	SRLV	A	-	Greece	-	-
ncbi-nuccore-srlv	AY577031	SRLV	A	A4	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY577032	SRLV	A	A4	Switzerland	Ovis aries	-
ncbi-nuccore-srlv	AY577033	SRLV	A	A4	Switzerland	Ovis aries	-
ncbi-nuccore-srlv	AY577034	SRLV	A	A4	Switzerland	Ovis aries	-
ncbi-nuccore-srlv	AY577035	SRLV	A	A4	Switzerland	Ovis aries	-
ncbi-nuccore-srlv	AY577036	SRLV	A	A4	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY577037	SRLV	A	A4	Switzerland	Capra hircus	-
ncbi-nuccore-srlv	AY577038	SRLV	A	A4	Switzerland	Capra hircus	-
